"Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
42.8281452213419,29.1230814850318,62.982690346249,23.7450149575291,77.2477939635381
36.4728552210187,21.1397763236989,62.9273057389014,15.8383273576476,83.9905084630705
143.015039710661,73.3292357816497,278.924243044688,51.4878889366498,397.2449056633
127.851512480653,59.1183068790639,276.496572830289,39.2999711762479,415.929293441052
151.519071493267,63.9652253107084,358.914221198536,40.5212878675554,566.567111618474
152.495037390414,59.2906100189691,392.216177591423,35.9585532261168,646.709456925925
177.856340885605,64.1102292651608,493.413895969433,37.3544299425361,846.830698310181
195.060773739516,65.5286457597669,580.642328415388,36.783160926819,1034.40554028398
249.800172322147,78.5447044491355,794.453636687675,42.57182578907,1465.76109752367
328.500463026919,97.0241757457621,1112.22335443146,50.8741304722051,2121.1675405019
435.092309609401,121.080298376625,1563.46920530705,61.5184451818586,3077.21232748366
483.790392302242,127.188584824246,1840.2055814001,62.7052622509618,3732.59173603674
512.643573448588,127.618823014706,2059.2842590928,61.1264214566314,4299.34269233463
505.763962237398,119.467677691626,2141.14135673034,55.6540567354387,4596.20017843526
475.026596979235,106.665611525066,2115.49218732642,48.3756520877252,4664.54214257359
528.513689037045,113.002610261849,2471.8607725281,49.9377492110982,5593.4983837331
543.884532218793,110.896985937616,2667.4339422828,47.7908864315287,6189.68189281593
492.676886065747,95.9299157570281,2530.29007841756,40.3441755361554,6016.49459525848
426.07833248291,79.3248032568338,2288.60000854496,32.5782507135049,5572.51360755722
422.563477244278,75.3087128722461,2371.03896070675,30.2220442249407,5908.26652796098
404.313169412563,69.0515431309738,2367.3495413473,27.0931732502704,6033.59146787282
357.840011355597,58.6248923200449,2184.21678334052,22.5012641266398,5690.76799446889
345.570488538883,54.3592573955149,2196.84683475561,20.4198101003848,5848.19163165239
291.512243343273,44.0673784594008,1928.39671861395,16.2087602184615,5242.80616615187
307.070324528451,44.6455463165746,2112.01770356658,16.0862106821187,5861.67781022673
294.368285360652,41.1951739784132,2103.46696124106,14.5459603346659,5957.16511199739
246.105666961653,33.1747728397165,1825.72461319549,11.4839617646935,5274.13801540611
225.738572375277,29.3306527181099,1737.36000858123,9.95752244686792,5117.52831388866
216.875604197503,27.1793455085267,1730.54305819381,9.05240580857314,5195.85938706888
198.909376479805,24.0582543331827,1644.54741826444,7.86369345078869,5031.34313400999
179.17616092334,20.9278476672903,1534.03719071429,6.71520721156292,4780.80506405612
158.220354652845,17.8560278240924,1401.97365691238,5.62626991102181,4449.42759987953
175.682938809911,19.167330805615,1610.26568080337,5.9322670457816,5202.81618320509
158.161166020944,16.690233240558,1498.77800247375,5.07530058282251,4928.76314001343
141.988410862162,14.499639714767,1390.42825999531,4.33319985251995,4652.61458167871
142.619053117687,14.1002204013425,1442.5444236495,4.14225312282191,4910.41800418239
143.038746632165,13.6974584457967,1493.71382428828,3.95651297944057,5171.24122792427
126.991867409585,11.7838238390996,1368.56546808375,3.34748952582516,4817.62056722148
113.651920355948,10.2232725801553,1263.46616499964,2.85678762324765,4521.42780775239
113.293380660088,9.88308403361557,1298.72315744096,2.71723101512987,4723.70219165119
99.1369945335681,8.39004016556349,1171.40603515676,2.27003112254264,4329.51935660698
93.0704297792075,7.64433795734491,1133.13997204474,2.03575634264249,4254.98116736438
82.9318504000391,6.61307194461114,1040.01466616116,1.73375913224626,3966.92463379487
78.0547989641035,6.04482538973,1007.89538961334,1.56044151661798,3904.37679108362
82.5432088387782,6.2102809646696,1097.11321664248,1.57880744824805,4315.52393102957
82.8718051337834,6.05928225987843,1133.42402475727,1.51728346206537,4526.33687629025
85.0879513540234,6.04785220833064,1197.11249816125,1.49191950533519,4852.78156075723
87.9183272370833,6.07660781731341,1272.0307935858,1.47697421950595,5233.42395695472
99.5190666008356,6.690563628421,1480.3004899363,1.60253882573571,6180.22132010107
83.1004556681667,5.43571315312244,1270.42865171982,1.2832201385894,5381.52848804896
70.9784039657825,4.51850241404911,1114.95654265132,1.0514790867732,4791.28295836137
61.5956619308138,3.8172320522108,993.92059922,0.875743726545935,4332.34684267664
